NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
140000001832;2014;7;M;0;0;1;1;2008;1;1;;;;;;;;;;;;1501402;BELEM;15;PA;1;1;1;1;199;195;205;209;520.5;587.8;489.9;411.4;EDECAADDDBAEDAEBBEDBEBBECEABDECBEDBBEAEDAEAED;ECEAACADECAEBBABAACEAECAECAEBAEDAAEDADCADBABA;DABCACECCEBDEDCABEBAEAADACBDECDABCDACECEACDEB;ADBDAEDADDDABBDEABDCBDCACEEBADEDEBCABCDBBDEBB;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;80;120;120;100;120;540;B;D;B;5;A;B;A;A;A;A;D;D;A;A;A;C;A;D;D;D;A;C;5;5;;5;5;5;5;B;;;B;;;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001833;2014;8;M;0;1;1;1;2008;1;1;;;;;;;;;;;;4303004;CACHOEIRA DO SUL;43;RS;1;1;1;1;202;198;206;210;494.2;561.7;461.7;595.2;CDBBDDEBBCADECDDADCECBCDDDDCCEEDAEBDAAEEECCEE;AABCDAAEBCABAADAADAADAAEBECADABDCABADCDBABACA;DBEDCCBBCCBCBEACABABBBADBDDDEBBDBBABBCBBBBBBB;BDCBDDCCECDBBBBBBBEEABDACBCDDCBEBCCBABCADABCC;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;120;80;80;80;80;440;B;B;H;3;A;B;A;A;A;A;A;A;A;D;D;C;A;D;D;D;A;A;2;5;;5;5;5;5;B;A;A;B;A;A;A;A;B;A;16;E;5;5;5;5;5;A;B;B;B;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
140000001834;2014;15;F;1;2;1;1;2012;1;2;;;;;;;;;;;;3302270;JAPERI;33;RJ;1;1;1;1;202;198;206;210;453.2;571.4;519.8;437.9;DAEAEAEABCEBAECDBAAACABDAAEDDEEDDBAABABEEBBCE;ACDAEAAEEAEBACEACBCAECBEEECBCADAEDADCDDBABCCE;ACEECEACCCBDECEDCDDDCAEDEDCAEECEEADDCBDDDECEE;AACBDBECCBDAEEABADDAADEBACEEEEDCCBCACDBAEDDCB;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;120;60;60;120;40;400;B;B;D;4;D;B;A;A;A;A;A;A;A;A;A;A;A;A;D;D;A;B;4;4;;4;4;4;4;F;E;A;E;E;A;A;A;B;A;13;E;4;4;4;4;4;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001835;2014;10;F;0;3;1;1;2007;1;1;;;;;;;;;;;;3106705;BETIM;31;MG;1;1;1;1;202;198;203;207;546;668.7;636.5;460.3;CCEDDABACEECECAEBCAEEEEEAAAABCBBBBCCCCCBABCBD;AABBEADDBACBAABAEEAADDEABECCCADECDDBADDCABCCE;CBBCABCBCDCBCBCEDDEDACAEDEDDEDACABBC*CDABDACD;DECABECBEBCACDECDEAABBBBBCCCCCDDDDCCCCEEEEEEA;0;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;180;160;180;200;160;880;E;B;H;4;A;B;B;A;A;C;A;A;A;A;A;C;A;D;A;D;B;B;4;4;;4;4;5;0;B;A;A;B;A;A;A;B;B;B;18;E;5;0;5;5;5;B;A;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001836;2014;2;F;0;3;1;3;;;;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;200;196;203;207;407.8;463.5;489.4;393.6;ADEEDBBCAACACCBEAEBBDEDABCCEBBDBBCAEEBCEAEBCD;CAEBCCBAECBBADEDECBDBEEBADCABAACDBECDCBEDACBD;ADEAECCBDBEEABEECCACACAEBDCBEDCDADBDAEEBAEADC;CBDAEBCEBCAECDBECBBDCDDECBCDDBCBBBCDBCEAADCEB;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;120;100;120;40;500;D;E;D;4;A;D;B;A;D;D;D;A;A;D;A;C;A;A;A;D;A;A;5;5;;5;4;4;4;C;A;A;F;A;A;B;A;B;B;16;B;2;0;5;5;3;A;B;B;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001837;2014;6;M;0;3;1;1;2011;1;1;;;;;;;;;;;;2700300;ARAPIRACA;27;AL;1;1;1;1;200;196;204;208;446.1;486.8;522.8;417.8;DDAABEDDBEBEBCCCCBDBADAEDCABDBCABBAEAAACDDDEC;ACDEDECBEDDBEDCCEDBEDACEEBCEBBAABADCCDDDEABDE;ECDBADBCDBEEDBCECABCADBEADCEECCCEABBADCDCDCBC;CDDBDCEBABEACEBABCEDBBCAEDCADDEABCDABEEAECCDD;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;100;80;120;20;440;B;B;E;5;A;B;A;A;A;A;D;A;A;A;D;B;A;D;D;D;B;A;5;5;;5;3;5;4;B;A;A;B;A;A;A;A;B;A;19;A;5;2;5;5;4;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001838;2014;7;M;0;3;1;1;2011;1;1;;;;;;;;;;;;1501402;BELEM;15;PA;1;1;0;0;201;197;203;207;456.8;492.3;;;DDECBACBCDEABDEBDCAEBCDDCDBDABEACBBDCAECBDEEA;ACBDEDBEACCAAECDDBADCAAEBAAEDECDACBDAECDBCEBE;.............................................;.............................................;0;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;;;6;0;0;0;0;0;0;E;C;F;7;A;B;A;A;D;B;D;D;A;D;B;C;A;D;A;D;B;A;3;5;;5;3;5;4;C;A;A;C;A;A;A;A;A;A;18;E;4;4;5;4;5;A;A;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001839;2014;6;M;0;1;1;1;2010;1;1;;;;;;;;;;;;3525904;JUNDIAI;35;SP;1;1;1;1;199;195;204;208;567.6;617.8;562;580.9;ECEBDACADCDEAEBBAECDACBEBBAEDBCEABCBBDCDEACAE;ECBDACADBCADBEACACCDAEBCCDEBBABDCDEDCABBECBAD;BBCCDBEADDBCEAADBEBDBABACECEADCEBADBDAEDDBCBC;CDCDDCCACBECBDAEDCBBEACDBAEBCDEDADADBAECDAEBC;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;120;80;120;120;560;E;C;F;2;A;B;A;A;A;A;D;A;A;D;A;A;A;A;D;D;B;A;5;0;;5;5;5;0;B;A;A;B;A;A;A;A;B;B;18;E;0;0;5;5;5;A;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001840;2014;9;M;0;4;1;1;2007;1;1;;;;;;;;;;;;3505708;BARUERI;35;SP;1;1;1;1;199;195;206;210;489.2;376;326;361.6;DACAAAEBDCDECAEACBAEDDEEECCDEACADDAEEACCEACEE;ABDDEBDCECDAEDCDAEACBADBAAABCAABAECBACCADEACA;ADECBEDACBDABBBDDBCBAECDAAABCAAACBCECBECBDACE;BDBDECEDAEBECBDDBEEECBCAABDECBABDCBEADBCBECEB;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;40;40;20;40;0;140;B;B;G;3;A;B;A;D;A;A;B;A;A;A;A;C;A;D;A;D;C;A;5;5;;5;5;5;5;B;A;A;B;A;A;A;A;A;A;13;A;5;5;5;5;5;B;B;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001841;2014;7;F;0;1;1;1;2009;1;1;;;;;;;;;;;;3522208;ITAPECERICA DA SERRA;35;SP;1;1;0;0;199;195;203;207;588.4;634.2;;;DEDDABACBCACBBCEAEEDBBDEBBCBDBCDABCADEEDCAADD;ECBDADADEEAAB*ECBACBACAABABEBAACECABCCDBBABCA;.............................................;.............................................;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;;;6;0;0;0;0;0;0;B;B;C;4;D;B;A;A;A;A;A;A;B;A;D;B;A;D;D;D;A;B;3;2;;4;4;4;2;B;A;A;B;A;A;A;A;B;A;18;C;5;0;0;4;5;A;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001842;2014;1;M;0;3;1;4;;;;;;;;;;;;;;;4104808;CASCAVEL;41;PR;1;1;1;1;199;195;205;209;576.2;630.9;579.6;518.8;DBEBDEDDABDEADDBEEDEAEAECACBDCCBDEEBABEDEBDBC;.CAAEBADECAABBCDBCCEDEBAADBECACDBACDEABDAABEA;BAAABBCBCDAADDCCBEBBDECABDEBECCCCCEACCCBCBADC;AD*ECBBECBDACBEBBDDAECECDDABACAACDEBCCDDAEADB;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;120;120;80;120;120;560;E;E;E;6;D;B;C;D;D;B;A;A;A;D;D;B;A;A;D;D;A;C;5;5;;5;5;5;5;C;;;F;;;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001843;2014;6;F;0;2;1;1;2010;1;1;;;;;;;;;;;;2927408;SALVADOR;29;BA;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;C;C;B;2;D;B;A;A;A;D;D;D;A;D;D;A;D;D;D;D;A;A;5;5;;5;5;5;3;A;A;A;A;A;A;A;A;B;A;15;E;5;3;5;5;5;A;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001844;2014;11;F;1;0;1;1;2004;1;1;;;;;;;;;;;;3167202;SETE LAGOAS;31;MG;1;1;1;1;200;196;203;207;473.1;474.9;525.5;411.9;BEACBEECCADECABEAADCEEEEEABEEBDBCADDCAACADDEA;CCEBBDABCAADBCADAEBACADCEADDDCBCABCEDEEBEDDEC;BCDCABCCADCDEBCECDDDCCEDDADBCDCCAABBEDAEBADBE;CDCACEEBDCBABCCECBEEEACCBBCCDDCDACCCEACECEEDC;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;40;40;120;40;360;B;B;C;2;B;B;A;A;A;A;D;A;A;D;D;A;A;D;D;D;A;A;5;5;;5;5;5;5;C;A;A;B;A;A;A;A;A;A;18;D;5;5;5;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001845;2014;3;M;0;1;1;1;2013;2;1;;;;;;;;;;;;3518800;GUARULHOS;35;SP;1;1;1;1;201;197;205;209;643.4;682.5;625.6;688.4;EDECDBCEDADDDCCCDEAABEEDCCBEBEBBCBAEABDBDCADA;ADECECBCCECAABBEBECBCBAEDEDDEEAADCCEADBBBAEDB;BCACDBEBCDBDDDCCBBBEDEAABDEBECDABCEAEBCBCCDBD;ECBBCDADEAEDAEEDBEDAEAACCBDDDDCADEBBBEEEACCDC;0;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;160;160;160;140;140;760;G;G;O;4;A;B;B;B;C;B;B;A;A;A;A;C;A;A;A;D;B;C;4;0;;5;0;0;0;B;;;B;;;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001846;2014;2;F;0;1;1;2;;1;1;4106902;CURITIBA;41;PR;2;1;1;;;;;4106902;CURITIBA;41;PR;1;1;1;1;200;196;203;207;552;530.9;558.5;542.1;CABCCBDBBEAEBCCDECADDBEBDDDCEADEEECABACCBADAA;AAECAABCDAABCCEBEABAAACCCBDBEADACDCACBADBDDDA;CBADEBCBCCCDCBCEECCECCAEAECEBDADABBCBAADBBEDD;CECDEAABCCBEDDCDBAECBCDACAEAEECAACDACCCDBCDEC;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;100;100;100;80;500;E;E;F;4;A;B;C;B;C;A;B;A;A;A;C;A;A;A;A;D;C;C;4;3;;5;5;5;5;B;;;B;;;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001847;2014;14;M;1;1;1;1;2004;1;1;;;;;;;;;;;;2304202;CRATO;23;CE;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;A;G;5;B;B;B;A;A;A;A;A;A;D;D;C;A;D;D;D;B;A;5;2;;5;0;0;5;B;A;B;B;A;B;B;B;B;A;14;D;5;5;5;3;5;A;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001848;2014;12;F;1;3;2;4;;;;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;31;MG;3154606;RIBEIRAO DAS NEVES;31;MG;1;1;1;1;202;198;206;210;429.3;583.7;515.9;429.1;EBEDCDBEDEEDBAEEDCAABBECBCCABAACADCDDCBCECDCC;ABBBAAA*BDDBADEBBBDAADCEBECEDADECCCDCDECCACAB;ADAEBBBCBCBABCEADEDECDECBDCECBCCCBBCCBEECEDBB;BBBCCACADECCBBDBDBBBCEDADBCEEBDDACCBBBBCC*EDA;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;80;40;60;60;20;260;B;B;C;4;D;B;A;D;A;A;D;A;A;D;D;A;A;D;D;D;A;A;5;5;;5;0;5;0;C;A;A;F;B;A;B;A;B;A;25;D;0;5;5;5;5;B;B;B;B;A;B;A;A;E;A;B;B;A;A;B;B;B;;;;;;;;;;;;;
140000001849;2014;16;M;1;1;1;1;2004;1;1;;;;;;;;;;;;4317509;SANTO ANGELO;43;RS;1;1;1;1;199;195;204;208;479;521.2;478.5;496.7;CACDADDCCCEBDBDACCEEABDEACBDECBDDCEEEDDCEDACD;BBEEACADBEAAEBCDDCAEEACDDEEEDCCCECBBCEACAEBAE;ECAEACEBABECBEBEAEBDBEEEBDCAACDECAEDDCEDDDBAB;ADCAEEBBCDECDDBEBCEADADDAACEBDBADDECECEDBCADC;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;60;40;140;40;400;C;B;D;3;B;B;A;A;A;D;A;A;A;D;D;B;D;D;D;D;A;A;5;5;;5;0;5;0;E;E;A;B;E;A;A;B;B;B;14;E;0;5;5;5;0;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001850;2014;4;F;1;3;1;2;;1;1;5300108;BRASILIA;53;DF;4;1;1;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO RIO DE JANEIRO;33;RJ;3302403;MACAE;33;RJ;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;E;C;B;3;B;B;A;D;D;A;D;A;A;D;D;A;D;D;D;D;A;A;4;3;;5;3;3;1;C;A;A;A;A;A;A;A;A;A;15;E;4;5;5;5;5;A;B;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001851;2014;7;F;0;1;1;4;;;;;;;;;;;1;INSTITUTO FEDERAL DO ESPIRITO SANTO - CAMPUS LINHARES;32;ES;3203205;LINHARES;32;ES;1;1;1;1;199;195;203;207;503.4;571.8;546.8;529.4;CADDCEDABCDCCEDEADCAADDEBADBDACACEDEBDDCBBDEC;EDECEBADECACBADCBACEAEBCCECEBAABECBBEABACCDED;EABAABCECCCDDBCEBDEBDCEDDACABDBCABBECCEEBEECA;DCCDCDBDBCADEDBCCDDEBDCEBCEAADDCBBCEABDCCCEAC;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;100;80;100;100;20;400;C;C;C;3;A;B;A;D;D;A;D;D;A;D;D;B;A;D;D;D;A;B;5;5;;5;5;5;5;B;A;A;F;E;A;A;A;B;A;15;E;5;0;2;5;0;A;B;B;B;A;B;B;A;A;B;B;A;B;B;B;B;B;A;B;B;B;A;B;A;B;B;B;B;B;C
140000001852;2014;9;M;0;1;1;1;2010;1;1;;;;;;;;;;;;2604007;CARPINA;26;PE;1;1;1;1;200;196;203;207;477.5;575;534.8;390.5;DAABABCECDCABDBECAEDBAEADACAEABDBAAAADADDADCA;BADEAAABCADABCEAEBACCAECCBCEABAAABDCDCAADADDC;AABEABAECDCEDBCDBDBABCBBDBCAADCCAABECEAABEBBD;ACADBBDBBDACEDAAACEDEDABCDAEBDDECACBEABEDDCAB;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;40;80;120;80;440;E;E;C;5;A;B;A;A;B;D;D;A;A;D;A;A;A;D;D;D;B;B;3;5;;5;3;4;2;A;A;B;C;B;A;A;A;A;A;14;E;2;5;5;5;3;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001853;2014;10;F;1;3;1;1;2008;1;1;;;;;;;;;;;;2504009;CAMPINA GRANDE;25;PB;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;E;B;4;A;B;B;D;D;A;D;D;A;D;D;C;A;D;D;D;A;A;5;1;;5;5;5;1;B;A;A;D;A;A;A;A;A;A;18;D;2;5;3;5;5;A;A;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
140000001854;2014;9;F;0;1;1;1;2008;1;1;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;200;196;206;210;571.9;613;571.5;416.8;CEEDCBCCCDAABCCDCAACAEEEECECAADACBCAADDEDAEDD;AACEADEBAAEECDAAEBBCCBECDDCACBEDBABACCEEEADEC;BCBEEBACDCBCBCCDABDECEADBDCEECCBBABCEBEACDBEB;BCEBACCDBACECAADCADCDEEBCEAECEABCACEAAECCACCA;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;140;180;140;140;40;640;B;E;I;5;C;B;A;A;B;B;B;A;A;A;D;C;A;A;D;D;B;B;0;5;;5;5;5;0;B;A;A;B;A;A;A;A;B;B;18;D;3;0;5;5;2;A;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001855;2014;7;F;2;3;1;1;2010;1;2;;;;;;;;;;;;2307304;JUAZEIRO DO NORTE;23;CE;1;1;1;1;202;198;206;210;461.2;542.1;510.8;421.2;DBEECBECEEEDDCCDCADDBCBEEDCDCEAAABDBCAECDCCEC;DCBBAACBDACADDCBADCAEDBDBECABADEAAAADCADABCAA;BACEDCBACCBCBCAADBDCDEAADDCBCBCCCBBDDAECBABAE;EBCBEECBDACBEDECEAEACDDCABBDEDCAABAADBABAADDE;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;80;40;40;80;0;240;I;E;B;6;A;B;A;D;A;D;D;D;A;D;A;A;D;D;D;D;A;A;5;5;;5;5;5;5;B;A;C;B;A;A;A;A;A;A;20;C;5;5;5;5;5;A;B;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001856;2014;12;M;0;2;1;1;2004;1;1;;;;;;;;;;;;2507507;JOAO PESSOA;25;PB;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;B;A;C;5;A;B;A;A;D;D;D;D;A;D;D;A;D;D;D;D;A;A;5;5;;5;5;5;5;C;A;A;B;A;A;A;A;B;A;13;E;5;5;5;5;5;B;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001857;2014;11;F;1;3;1;1;2004;1;1;;;;;;;;;;;;3538709;PIRACICABA;35;SP;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;B;E;G;4;C;B;B;A;D;A;A;A;A;D;D;A;A;D;D;D;A;A;4;2;4;5;5;5;5;B;A;A;B;A;A;A;A;B;A;14;E;3;5;4;5;4;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001858;2014;4;F;0;3;1;3;;;;;;;;;;;1;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;25;PB;2504009;CAMPINA GRANDE;25;PB;1;1;1;1;200;196;205;209;472.4;561.5;505.3;425.3;ABBDCEBDCAACAEBDCACACCEBCAADCBDABCBAABAEDDBCA;ADCAAEBAAADBACBAAEAACAECDADEAEBACBAACADEBABEA;BDEAADCACBDDBDCBBEADDADABAAAEADAEEEBABCBCDAED;ECEBACBAECCCBBABAABBCBBAECDCDADBAABCABCABEDAC;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;140;140;120;140;20;560;C;C;B;2;E;B;A;D;D;D;D;D;A;A;D;A;A;D;D;D;A;B;5;4;;5;0;5;2;B;A;A;F;B;A;A;A;A;A;13;A;5;5;5;5;3;B;B;B;B;B;B;A;A;A;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;C
140000001859;2014;8;F;1;3;1;1;2008;1;1;;;;;;;;;;;;5300108;BRASILIA;53;DF;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;D;2;C;B;A;A;D;A;D;A;A;D;D;B;A;D;D;D;A;A;3;5;;5;5;5;5;B;B;A;B;A;A;A;A;B;A;14;E;0;5;4;4;5;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
